SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Manual Daily Rainfall (mm)
30954,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,21-09-2021 08:00,70
30955,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,21-09-2021 20:00,2
30956,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,02-10-2021 08:00,12
30957,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,03-10-2021 08:00,5
30958,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-10-2021 08:00,75
30959,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-10-2021 20:00,28
30960,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,05-10-2021 20:00,30
30961,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,19-10-2021 08:00,25
30962,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,19-10-2021 20:00,4
30963,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,20-10-2021 20:00,70
30964,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,21-10-2021 08:00,40
30965,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,22-10-2021 08:00,10
30966,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,05-12-2021 20:00,9
30967,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,06-12-2021 08:00,13
30968,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,06-12-2021 20:00,7
30969,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,07-12-2021 08:00,5
30970,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,07-12-2021 20:00,4
30971,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,08-12-2021 08:00,6
30972,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,13-01-2022 08:00,16
30973,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,27-01-2022 08:30,3
30974,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,02-02-2022 08:00,5
30975,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,03-02-2022 08:00,2
30976,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-02-2022 20:00,16
30977,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,05-02-2022 08:00,10
30978,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,21-02-2022 08:30,52
30979,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,22-02-2022 08:00,5
30980,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,25-02-2022 08:30,5
30981,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,24-03-2022 08:00,13
30982,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,25-03-2022 08:00,85
30983,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,26-03-2022 08:00,2
30984,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,26-03-2022 20:00,28
30985,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,29-03-2022 20:00,11
30986,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,31-03-2022 08:00,49
30987,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,01-04-2022 08:00,5
30988,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-04-2022 08:00,39
30989,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-04-2022 20:00,20
30990,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,05-04-2022 08:00,8
30991,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,09-04-2022 08:00,10
30992,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,10-04-2022 08:00,32
30993,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,11-04-2022 08:00,36
30994,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,11-04-2022 20:00,7
30995,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,12-04-2022 08:00,15
30996,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,13-04-2022 08:00,68
30997,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,14-04-2022 08:00,33
30998,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,15-04-2022 08:00,54
30999,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,16-04-2022 08:00,30
31000,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,17-04-2022 08:00,12
31001,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,18-04-2022 08:00,27
31002,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,20-04-2022 08:00,37
31003,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,22-04-2022 08:00,3
31004,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,24-04-2022 08:00,5
31005,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,25-04-2022 08:00,28
31006,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,27-04-2022 08:00,5
31007,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,30-04-2022 08:00,47
31008,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,01-05-2022 08:00,22
31009,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,02-05-2022 08:00,80
31010,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,02-05-2022 20:00,2
31011,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-05-2022 08:00,10
31012,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-05-2022 20:00,4
31013,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,09-05-2022 08:00,37
31014,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,10-05-2022 08:00,40
31015,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,10-05-2022 20:00,10
31016,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,11-05-2022 08:00,50
31017,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,12-05-2022 08:00,100
31018,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,13-05-2022 08:00,47
31019,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,13-05-2022 20:00,40
31020,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,14-05-2022 08:00,253
31021,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,14-05-2022 20:00,150
31022,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,15-05-2022 08:00,52
31023,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,15-05-2022 20:00,70
31024,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,16-05-2022 08:00,36
31025,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,17-05-2022 08:00,400
31026,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,17-05-2022 20:00,40
31027,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,18-05-2022 08:00,35
31028,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,19-05-2022 08:00,80
31029,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,19-05-2022 20:00,34
31030,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,20-05-2022 20:00,21
31031,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,21-05-2022 08:00,7
31032,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,22-05-2022 08:00,5
31033,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,25-05-2022 08:00,3
31034,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,26-05-2022 08:00,17
31035,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,29-05-2022 08:00,15
31036,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,31-05-2022 08:00,3
31037,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,01-06-2022 08:00,35
31038,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,02-06-2022 08:00,55
31039,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,03-06-2022 08:00,140
31040,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-06-2022 08:00,55
31041,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-06-2022 20:00,10
31042,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,05-06-2022 08:00,140
31043,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,06-06-2022 08:00,26
31044,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,07-06-2022 08:00,2
31045,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,08-06-2022 20:00,20
31046,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,09-06-2022 08:00,22
31047,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,10-06-2022 08:00,14
31048,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,11-06-2022 20:00,18
31049,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,12-06-2022 08:00,5
31050,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,13-06-2022 08:00,60
31051,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,14-06-2022 08:00,30
31052,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,14-06-2022 20:00,6
31053,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,15-06-2022 08:00,100
31054,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,15-06-2022 20:00,60
31055,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,16-06-2022 08:00,3
31056,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,16-06-2022 20:00,114
31057,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,17-06-2022 08:00,51
31058,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,17-06-2022 20:00,20
31059,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,18-06-2022 08:30,150
31060,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,18-06-2022 20:00,100
31061,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,19-06-2022 08:30,40
31062,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,19-06-2022 20:30,200
31063,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,20-06-2022 17:30,13
31064,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,21-06-2022 20:00,4
31065,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,22-06-2022 08:00,18
31066,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,23-06-2022 08:00,24
31067,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,24-06-2022 08:00,5
31068,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,25-06-2022 08:00,3
31069,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,26-06-2022 08:00,22
31070,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,29-06-2022 08:00,23
31071,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,29-06-2022 20:00,20
31072,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,30-06-2022 08:00,6
31073,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,30-06-2022 20:00,3
31074,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,01-07-2022 08:00,67
31075,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,03-07-2022 08:00,120
31076,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,06-07-2022 08:00,36
31077,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,07-07-2022 08:00,5
31078,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,07-07-2022 20:30,5
31079,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,08-07-2022 08:00,5
31080,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,09-07-2022 08:30,4
31081,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,10-07-2022 08:00,7
31082,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,11-07-2022 08:00,60
31083,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,12-07-2022 08:00,41
31084,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,13-07-2022 08:00,39
31085,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,16-07-2022 08:00,3
31086,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,17-07-2022 08:00,38
31087,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,18-07-2022 08:00,6
31088,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,19-07-2022 08:00,5
31089,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,20-07-2022 08:00,21
31090,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,21-07-2022 08:00,6
31091,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,24-07-2022 08:00,30
31092,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,25-07-2022 08:00,5
31093,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,26-07-2022 08:00,3
31094,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,30-07-2022 08:00,15
31095,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,31-07-2022 08:00,42
31096,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,01-08-2022 08:00,40
31097,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,01-08-2022 20:00,7
31098,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,03-08-2022 08:00,15
31099,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-08-2022 08:00,11
31100,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,06-08-2022 08:00,53
31101,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,15-08-2022 08:00,5
31102,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,16-08-2022 08:00,5
31103,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,16-08-2022 20:00,12
31104,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,23-08-2022 08:00,71
31105,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,27-08-2022 08:30,58
31106,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,27-08-2022 20:30,3
31107,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,29-08-2022 02:30,3
31108,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,30-08-2022 20:30,5
31109,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,31-08-2022 23:30,2
31110,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,01-09-2022 02:30,8
31111,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,01-09-2022 05:30,15
31112,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,01-09-2022 08:30,29
31113,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,02-09-2022 20:30,6
31114,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,03-09-2022 08:30,6
31115,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,03-09-2022 11:30,10
31116,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,03-09-2022 20:30,7
31117,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-09-2022 02:30,20
31118,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-09-2022 08:30,18
31119,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,04-09-2022 20:30,10
31120,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,06-09-2022 02:30,12
31121,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,06-09-2022 05:30,10
31122,Gumrabazar,CWC,18,Assam,282,CACHAR,KATIGORA,-,-,-,Barak and Others,-,-,-,-,24.97694444,92.51833333,06-09-2022 20:30,8
