SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
110771,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,15-06-2024 23:00,NaN
110772,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 00:00,NaN
110773,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 01:00,NaN
110774,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 02:00,NaN
110775,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 03:00,NaN
110776,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 04:00,NaN
110777,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 05:00,NaN
110778,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 06:00,NaN
110779,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 07:00,NaN
110780,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 08:00,NaN
110781,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 09:00,NaN
110782,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 10:00,NaN
110783,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 11:00,NaN
110784,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 12:00,NaN
110785,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 13:00,NaN
110786,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 14:00,NaN
110787,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 15:00,NaN
110788,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 16:00,NaN
110789,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 17:00,NaN
110790,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 18:00,NaN
110791,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 19:00,NaN
110792,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,16-06-2024 20:00,NaN
110793,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,17-06-2024 23:00,NaN
110794,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 00:00,NaN
110795,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 01:00,NaN
110796,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 02:00,NaN
110797,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 03:00,NaN
110798,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 04:00,NaN
110799,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 05:00,NaN
110800,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 06:00,NaN
110801,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 07:00,NaN
110802,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 08:00,NaN
110803,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 09:00,NaN
110804,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 10:00,NaN
110805,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 11:00,NaN
110806,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 12:00,NaN
110807,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 13:00,NaN
110808,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 14:00,NaN
110809,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 15:00,NaN
110810,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 15:30,NaN
110811,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 16:00,NaN
110812,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 17:00,NaN
110813,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 18:00,NaN
110814,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 19:00,NaN
110815,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 20:00,NaN
110816,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 21:00,NaN
110817,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 22:00,NaN
110818,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,18-06-2024 23:00,NaN
110819,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,19-06-2024 00:00,NaN
110820,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,19-06-2024 01:00,NaN
110821,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,19-06-2024 02:00,NaN
110822,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 06:00,NaN
110823,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 07:00,NaN
110824,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 08:00,NaN
110825,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 09:00,NaN
110826,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 10:00,NaN
110827,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 11:00,NaN
110828,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 12:00,NaN
110829,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 13:00,NaN
110830,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 14:00,NaN
110831,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 15:00,NaN
110832,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 18:00,NaN
110833,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 19:00,NaN
110834,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 20:00,NaN
110835,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 21:00,NaN
110836,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 22:00,NaN
110837,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,04-07-2024 23:00,NaN
110838,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 00:00,NaN
110839,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 01:00,NaN
110840,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 02:00,NaN
110841,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 03:00,NaN
110842,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 04:00,NaN
110843,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 05:00,NaN
110844,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 07:00,NaN
110845,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 08:00,NaN
110846,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 09:00,NaN
110847,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 10:00,NaN
110848,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 11:00,NaN
110849,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 12:00,NaN
110850,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 13:00,NaN
110851,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 14:00,NaN
110852,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 15:00,NaN
110853,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 16:00,NaN
110854,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 17:00,NaN
110855,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 18:00,NaN
110856,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 19:00,NaN
110857,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 20:00,NaN
110858,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 21:00,NaN
110859,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 22:00,NaN
110860,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,05-07-2024 23:00,NaN
110861,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 02:00,NaN
110862,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 03:00,NaN
110863,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 05:00,NaN
110864,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 06:00,NaN
110865,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 07:00,NaN
110866,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 09:00,NaN
110867,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 10:00,NaN
110868,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 11:00,NaN
110869,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 12:00,NaN
110870,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 13:00,NaN
110871,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 14:00,NaN
110872,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 15:00,NaN
110873,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 16:00,NaN
110874,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 18:00,NaN
110875,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 19:00,NaN
110876,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 20:00,NaN
110877,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 21:00,NaN
110878,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 22:00,NaN
110879,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,06-07-2024 23:00,NaN
110880,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 00:00,NaN
110881,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 01:00,NaN
110882,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 02:00,NaN
110883,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 03:00,NaN
110884,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 05:00,NaN
110885,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 06:00,NaN
110886,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 07:00,NaN
110887,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 08:00,NaN
110888,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 09:00,NaN
110889,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 10:00,NaN
110890,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 11:00,NaN
110891,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 14:00,NaN
110892,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 15:00,NaN
110893,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 17:00,NaN
110894,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 18:00,NaN
110895,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 19:00,NaN
110896,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 20:00,NaN
110897,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 21:00,NaN
110898,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 22:00,NaN
110899,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,07-07-2024 23:00,NaN
110900,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 00:00,NaN
110901,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 01:00,NaN
110902,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 02:00,NaN
110903,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 05:00,NaN
110904,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 06:00,NaN
110905,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 09:00,NaN
110906,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 10:00,NaN
110907,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 12:00,NaN
110908,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 13:00,NaN
110909,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 15:00,NaN
110910,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 16:00,NaN
110911,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 18:00,NaN
110912,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 19:00,NaN
110913,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 20:00,NaN
110914,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 21:00,NaN
110915,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 22:00,NaN
110916,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,08-07-2024 23:00,NaN
110917,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 01:00,NaN
110918,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 02:00,NaN
110919,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 03:00,NaN
110920,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 04:00,NaN
110921,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 05:00,NaN
110922,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 06:00,NaN
110923,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 07:00,NaN
110924,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 08:00,NaN
110925,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 13:00,NaN
110926,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 14:00,NaN
110927,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 15:00,NaN
110928,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 16:00,NaN
110929,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 17:00,NaN
110930,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 19:00,NaN
110931,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 20:00,NaN
110932,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 21:00,NaN
110933,Nematighat,CWC,18,Assam,290,JORHAT,JORHAT EAST,-,-,-,Brahmaputra,-,-,-,-,26.86030000,94.25220000,09-07-2024 23:00,NaN
