SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
27382,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,15-05-2021 20:00,NaN
27383,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,15-05-2021 21:00,NaN
27384,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,15-05-2021 22:00,NaN
27385,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,15-05-2021 23:00,NaN
27386,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 00:00,NaN
27387,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 01:00,NaN
27388,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 02:00,NaN
27389,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 03:00,NaN
27390,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 04:00,NaN
27391,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 05:00,NaN
27392,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 06:00,NaN
27393,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 07:00,NaN
27394,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 08:00,NaN
27395,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 09:00,NaN
27396,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 10:00,NaN
27397,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 11:00,NaN
27398,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 12:00,NaN
27399,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 13:00,NaN
27400,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 14:00,NaN
27401,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 15:00,NaN
27402,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 16:00,NaN
27403,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 17:00,NaN
27404,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 18:00,NaN
27405,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 19:00,NaN
27406,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 20:00,NaN
27407,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 21:00,NaN
27408,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 22:00,NaN
27409,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,16-05-2021 23:00,NaN
27410,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 00:00,NaN
27411,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 01:00,NaN
27412,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 02:00,NaN
27413,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 03:00,NaN
27414,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 04:00,NaN
27415,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 05:00,NaN
27416,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 06:00,NaN
27417,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 07:00,NaN
27418,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 08:00,NaN
27419,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 09:00,NaN
27420,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 10:00,NaN
27421,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 11:00,NaN
27422,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 12:00,NaN
27423,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 13:00,NaN
27424,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 14:00,NaN
27425,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 15:00,NaN
27426,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 16:00,NaN
27427,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 17:00,NaN
27428,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 18:00,NaN
27429,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 19:00,NaN
27430,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 20:00,NaN
27431,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 21:00,NaN
27432,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 22:00,NaN
27433,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,17-05-2021 23:00,NaN
27434,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 00:00,NaN
27435,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 01:00,NaN
27436,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 02:00,NaN
27437,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 03:00,NaN
27438,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 04:00,NaN
27439,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 05:00,NaN
27440,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 06:00,NaN
27441,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 07:00,NaN
27442,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 08:00,NaN
27443,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 09:00,NaN
27444,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 10:00,NaN
27445,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 11:00,NaN
27446,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 12:00,NaN
27447,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 13:00,NaN
27448,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 14:00,NaN
27449,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 15:00,NaN
27450,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 16:00,NaN
27451,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 17:00,NaN
27452,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 18:00,NaN
27453,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 19:00,NaN
27454,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 20:00,NaN
27455,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 21:00,NaN
27456,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 22:00,NaN
27457,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,18-05-2021 23:00,NaN
27458,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 00:00,NaN
27459,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 01:00,NaN
27460,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 02:00,NaN
27461,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 03:00,NaN
27462,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 04:00,NaN
27463,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 05:00,NaN
27464,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 06:00,NaN
27465,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 07:00,NaN
27466,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 08:00,NaN
27467,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 12:00,NaN
27468,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 13:00,NaN
27469,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 14:00,NaN
27470,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 15:00,NaN
27471,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 16:00,NaN
27472,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 17:00,NaN
27473,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 18:00,NaN
27474,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 19:00,NaN
27475,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 20:00,NaN
27476,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 21:00,NaN
27477,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 22:00,NaN
27478,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,19-05-2021 23:00,NaN
27479,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 00:00,NaN
27480,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 01:00,NaN
27481,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 02:00,NaN
27482,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 03:00,NaN
27483,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 04:00,NaN
27484,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 07:00,NaN
27485,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 08:00,NaN
27486,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 09:00,NaN
27487,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 10:00,NaN
27488,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 11:00,NaN
27489,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 12:00,NaN
27490,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 13:00,NaN
27491,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 14:00,NaN
27492,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 15:00,NaN
27493,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 16:00,NaN
27494,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 17:00,NaN
27495,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 18:00,NaN
27496,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 19:00,NaN
27497,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 20:00,NaN
27498,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 21:00,NaN
27499,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 22:00,NaN
27500,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,20-05-2021 23:00,NaN
27501,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 00:00,NaN
27502,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 01:00,NaN
27503,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 02:00,NaN
27504,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 03:00,NaN
27505,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 04:00,NaN
27506,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 05:00,NaN
27507,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 06:00,NaN
27508,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 07:00,NaN
27509,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 12:00,NaN
27510,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 13:00,NaN
27511,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 14:00,NaN
27512,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 15:00,NaN
27513,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 16:00,NaN
27514,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 17:00,NaN
27515,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 18:00,NaN
27516,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 19:00,NaN
27517,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 20:00,NaN
27518,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 21:00,NaN
27519,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 22:00,NaN
27520,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,21-05-2021 23:00,NaN
27521,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,22-05-2021 00:00,NaN
27522,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,22-05-2021 01:00,NaN
27523,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,22-05-2021 02:00,NaN
27524,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,22-05-2021 03:00,NaN
27525,Goalpara,CWC,18,Assam,287,GOALPARA,BALIJANA,-,-,Brahmaputra,Brahmaputra,-,-,-,Brahmaputra,26.18472222,90.63388889,22-05-2021 04:00,NaN
